Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	skeletal system development (GO:0001501)	7/158	1.275101e-02	1.015453e-01	0	0	2.940096e+00	1.282513e+01	GDF10;ALX4;PRELP;TLL1;IGF1;PTH1R;BMP6
GO_Biological_Process_2021	potassium ion transport (GO:0006813)	6/122	1.283441e-02	1.017991e-01	0	0	3.275695e+00	1.426770e+01	KCNS2;KCNMB1;KCNA1;KCNA2;KCNA3;KCNA6
GO_Biological_Process_2021	muscle organ development (GO:0007517)	4/58	1.315079e-02	1.038913e-01	0	0	4.675718e+00	2.025181e+01	LAMA2;FHL1;DMD;IGF1
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	5/89	1.329392e-02	1.041884e-01	0	0	3.763633e+00	1.626058e+01	COL17A1;ADAMTS3;COL14A1;DPT;TLL1
GO_Biological_Process_2021	second-messenger-mediated signaling (GO:0019932)	5/89	1.329392e-02	1.041884e-01	0	0	3.763633e+00	1.626058e+01	XCR1;CCR5;MCTP2;CCR4;CCR2
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via STAT (GO:1904894)	3/32	1.369606e-02	1.069159e-01	0	0	6.517241e+00	2.796318e+01	TSLP;KIT;IL7R
GO_Biological_Process_2021	sodium ion transport (GO:0006814)	5/90	1.389983e-02	1.080794e-01	0	0	3.719165e+00	1.590270e+01	SLC8A3;SCN3B;SCN4B;SCN3A;SCN2B
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	IRF4;RUNX3
GO_Biological_Process_2021	regulation of leukocyte cell-cell adhesion (GO:1903037)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	LCK;ADTRP
GO_Biological_Process_2021	epithelial cell-cell adhesion (GO:0090136)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	KIT;CCN3
GO_Biological_Process_2021	negative regulation of glucose transmembrane transport (GO:0010829)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	PID1;PRKCB
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	SERPINE2;ADTRP
GO_Biological_Process_2021	negative regulation of leukocyte apoptotic process (GO:2000107)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	CCL21;CCL19
GO_Biological_Process_2021	negative regulation of oxidoreductase activity (GO:0051354)	2/12	1.470460e-02	1.112704e-01	0	0	1.257188e+01	5.304826e+01	AOC3;GZMA
GO_Biological_Process_2021	regulation of interleukin-17 production (GO:0032660)	3/33	1.489337e-02	1.118419e-01	0	0	6.299679e+00	2.650174e+01	SLAMF6;PRKCQ;LY9
GO_Biological_Process_2021	muscle cell development (GO:0055001)	3/33	1.489337e-02	1.118419e-01	0	0	6.299679e+00	2.650174e+01	DMD;MYH11;IGF1
GO_Biological_Process_2021	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	3/34	1.614801e-02	1.208042e-01	0	0	6.096154e+00	2.515248e+01	EGR1;NGFR;ATOH8
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	8/206	1.668821e-02	1.243744e-01	0	0	2.564669e+00	1.049733e+01	IL33;CD200R1;LRFN5;PTGIS;TSLP;CCN3;DNASE1L3;CCR2
GO_Biological_Process_2021	response to interleukin-6 (GO:0070741)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	PID1;PTGIS
GO_Biological_Process_2021	response to UV-B (GO:0010224)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	MFAP4;MME
GO_Biological_Process_2021	lymphocyte mediated immunity (GO:0002449)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	CD8A;SLA2
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	GPR183;POU2AF1
GO_Biological_Process_2021	negative regulation of mononuclear cell migration (GO:0071676)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	CCN3;ADTRP
GO_Biological_Process_2021	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	PRKCQ;CCR2
GO_Biological_Process_2021	positive regulation of cellular carbohydrate metabolic process (GO:0010676)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	PTH1R;CD244
GO_Biological_Process_2021	positive regulation of sodium ion transport (GO:0010765)	2/13	1.719919e-02	1.244264e-01	0	0	1.142841e+01	4.643239e+01	SCN3B;SCN4B
GO_Biological_Process_2021	actin cytoskeleton reorganization (GO:0031532)	4/63	1.737524e-02	1.249419e-01	0	0	4.278380e+00	1.733903e+01	FGF7;THSD7B;KIT;CLDN19
GO_Biological_Process_2021	positive regulation of cell cycle G1/S phase transition (GO:1902808)	3/35	1.746023e-02	1.249419e-01	0	0	5.905349e+00	2.390384e+01	ADAMTS1;GLI1;EGFR
GO_Biological_Process_2021	positive regulation of lymphocyte activation (GO:0051251)	3/35	1.746023e-02	1.249419e-01	0	0	5.905349e+00	2.390384e+01	LCK;PRKCQ;CCR2
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	5/97	1.866606e-02	1.330883e-01	0	0	3.434958e+00	1.367473e+01	PLAC8;IRF4;PRDM16;LEPR;CCR2
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	8/212	1.946900e-02	1.366627e-01	0	0	2.488472e+00	9.801920e+00	CD200R1;LRFN5;PTGIS;CCN3;CD3G;IGF1;PTH1R;CD247
GO_Biological_Process_2021	regulation of sensory perception of pain (GO:0051930)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	TMEM100;CCN3
GO_Biological_Process_2021	response to chemokine (GO:1990868)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	RIPOR2;CCL21
GO_Biological_Process_2021	immune response-regulating cell surface receptor signaling pathway (GO:0002768)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	KIT;BTLA
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	GREM2;CHRDL1
GO_Biological_Process_2021	smooth muscle contraction (GO:0006939)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	MYH11;MYLK
GO_Biological_Process_2021	myeloid dendritic cell activation (GO:0001773)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	CAMK4;SLAMF1
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	SERPINE2;ADTRP
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	SPN;CCL21
GO_Biological_Process_2021	positive regulation of T cell chemotaxis (GO:0010820)	2/14	1.985934e-02	1.366627e-01	0	0	1.047551e+01	4.105435e+01	CCL21;CCR2
GO_Biological_Process_2021	positive regulation of stress-activated MAPK cascade (GO:0032874)	5/99	2.020276e-02	1.379650e-01	0	0	3.361531e+00	1.311648e+01	CCL21;CD27;CCN2;CCL19;SLAMF1
GO_Biological_Process_2021	regulation of transport (GO:0051049)	3/37	2.025815e-02	1.379650e-01	0	0	5.557410e+00	2.166944e+01	TRAT1;LEPR;CLDN19
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	3/37	2.025815e-02	1.379650e-01	0	0	5.557410e+00	2.166944e+01	ADAMTS1;MMP2;IGF1
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	8/214	2.046531e-02	1.388969e-01	0	0	2.464059e+00	9.582783e+00	C3;PPP1R16B;FGF7;CLDN19;LEPR;ADTRP;EGFR;TRABD2A
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	5/100	2.100122e-02	1.420459e-01	0	0	3.325976e+00	1.284883e+01	COL17A1;CD96;ECM2;CCL21;TNN
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	14/482	2.117518e-02	1.427337e-01	0	0	1.909859e+00	7.362364e+00	EGR1;ITK;IL33;PID1;CRTAM;IGF1;CLEC9A;CD3E;EGFR;BMP6;FGF7;CD28;CLDN19;ADTRP
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	9/258	2.154979e-02	1.447648e-01	0	0	2.295771e+00	8.809768e+00	TMEM100;RIPOR2;SFRP1;BOC;CCN2;IGF1;TP63;BMP6;MEDAG
GO_Biological_Process_2021	lymphocyte proliferation (GO:0046651)	3/38	2.174408e-02	1.455748e-01	0	0	5.398352e+00	2.066712e+01	CD40LG;PTPRC;TNFSF14
GO_Biological_Process_2021	cardiac myofibril assembly (GO:0055003)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	PDGFRA;PROX1
GO_Biological_Process_2021	regulation of microglial cell activation (GO:1903978)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	PTPRC;CST7
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception (GO:0050974)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	KCNA1;KIT
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	SFRP1;RSPO3
GO_Biological_Process_2021	regulation of phospholipase C activity (GO:1900274)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	PDGFRA;KIT
GO_Biological_Process_2021	regulation of T cell chemotaxis (GO:0010819)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	CCL21;CCR2
GO_Biological_Process_2021	T cell proliferation (GO:0042098)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	TNFSF14;CRTAM
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	NRG1;IGF1
GO_Biological_Process_2021	negative regulation of protein processing (GO:0010955)	2/15	2.267926e-02	1.473406e-01	0	0	9.669206e+00	3.661056e+01	SERPINE2;GAS1
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	6/139	2.291429e-02	1.478945e-01	0	0	2.854515e+00	1.077863e+01	IL33;TSLP;CCL21;CCL19;BMP6;CCR2
GO_Biological_Process_2021	potassium ion transmembrane transport (GO:0071805)	6/139	2.291429e-02	1.478945e-01	0	0	2.854515e+00	1.077863e+01	KCNT2;KCNS2;KCNA1;KCNA2;KCNA3;KCNA6
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	8/219	2.311376e-02	1.483673e-01	0	0	2.405051e+00	9.060614e+00	SFRP1;PID1;GFI1;ADTRP;CCR5;CXCL2;NUGGC;EGFR
GO_Biological_Process_2021	regulation of heart rate by cardiac conduction (GO:0086091)	3/39	2.328804e-02	1.483673e-01	0	0	5.248130e+00	1.973200e+01	SCN3B;SCN4B;SCN2B
GO_Biological_Process_2021	regulation of receptor-mediated endocytosis (GO:0048259)	3/39	2.328804e-02	1.483673e-01	0	0	5.248130e+00	1.973200e+01	C3;CCL21;CCL19
GO_Biological_Process_2021	negative regulation of protein secretion (GO:0050709)	3/39	2.328804e-02	1.483673e-01	0	0	5.248130e+00	1.973200e+01	SFRP1;CCN3;ADTRP
GO_Biological_Process_2021	wound healing (GO:0042060)	4/70	2.457239e-02	1.560465e-01	0	0	3.823249e+00	1.416946e+01	PDGFRA;JAML;NRG1;IGF1
GO_Biological_Process_2021	negative regulation of blood coagulation (GO:0030195)	3/40	2.489002e-02	1.575570e-01	0	0	5.106029e+00	1.885804e+01	PDGFRA;SERPINE2;ADTRP
GO_Biological_Process_2021	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	PPP1R16B;NGFR
GO_Biological_Process_2021	B cell activation involved in immune response (GO:0002312)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	CD40LG;GPR183
GO_Biological_Process_2021	regulation of interleukin-13 production (GO:0032656)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	TSLP;IRF4
GO_Biological_Process_2021	digestive tract morphogenesis (GO:0048546)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	PDGFRA;GLI1
GO_Biological_Process_2021	regulation of neurotransmitter transport (GO:0051588)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	SNCAIP;MCTP2
GO_Biological_Process_2021	T cell mediated immunity (GO:0002456)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	CD8A;CRTAM
GO_Biological_Process_2021	negative regulation of platelet activation (GO:0010544)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	PDGFRA;SERPINE2
GO_Biological_Process_2021	neural tube development (GO:0021915)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	ALDH1A2;PROX1
GO_Biological_Process_2021	positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	2/16	2.565328e-02	1.577966e-01	0	0	8.978092e+00	3.288751e+01	CAMK4;KIT
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	4/71	2.572684e-02	1.577966e-01	0	0	3.765993e+00	1.378437e+01	CAMK4;GPR183;KIT;CCL19
GO_Biological_Process_2021	protein processing (GO:0016485)	5/106	2.622432e-02	1.603499e-01	0	0	3.127435e+00	1.138721e+01	ADAMTS3;KLK1;MME;CPXM2;CPXM1
GO_Biological_Process_2021	regulation of filopodium assembly (GO:0051489)	3/41	2.654995e-02	1.607290e-01	0	0	4.971407e+00	1.803988e+01	PPP1R16B;RIPOR2;CCL21
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	3/41	2.654995e-02	1.607290e-01	0	0	4.971407e+00	1.803988e+01	DPP4;KIT;FAT2
GO_Biological_Process_2021	visual system development (GO:0150063)	3/41	2.654995e-02	1.607290e-01	0	0	4.971407e+00	1.803988e+01	C3;MAB21L1;CHRDL1
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	6/144	2.667210e-02	1.607290e-01	0	0	2.750387e+00	9.967779e+00	NGFR;SFRP1;TNN;CLDN19;ADTRP;PODN
GO_Biological_Process_2021	central nervous system development (GO:0007417)	9/268	2.669322e-02	1.607290e-01	0	0	2.205996e+00	7.993085e+00	C3;SLC8A3;EOMES;EGR2;RELN;ADAM23;MAL;PROX1;ECRG4
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	9/269	2.725135e-02	1.635910e-01	0	0	2.197398e+00	7.916461e+00	PDGFRA;PTPRC;KIT;TWIST2;ENPP2;IGF1;EGFR;MYLK;CCR2
GO_Biological_Process_2021	regulation of chemokine production (GO:0032642)	3/42	2.826774e-02	1.676471e-01	0	0	4.843688e+00	1.727276e+01	EGR1;IL33;TSLP
GO_Biological_Process_2021	aorta morphogenesis (GO:0035909)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	PROX1;MYLK
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	SFRP1;TNN
GO_Biological_Process_2021	stem cell development (GO:0048864)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	PTPRC;NRG1
GO_Biological_Process_2021	muscle tissue morphogenesis (GO:0060415)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	PROX1;MYLK
GO_Biological_Process_2021	negative regulation of insulin secretion (GO:0046676)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	SFRP1;CCN3
GO_Biological_Process_2021	positive regulation of cardiac muscle tissue growth (GO:0055023)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	IGF1;GLI1
GO_Biological_Process_2021	positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	PROX1;EGFR
GO_Biological_Process_2021	positive regulation of DNA replication (GO:0045740)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	GLI1;EGFR
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	2/17	2.877588e-02	1.676471e-01	0	0	8.379127e+00	2.973097e+01	ADAMTS1;IGF1
GO_Biological_Process_2021	lipid transport (GO:0006869)	5/109	2.912063e-02	1.691566e-01	0	0	3.036756e+00	1.073890e+01	ABCA10;ABCD2;ABCA6;ABCA9;ABCA8
GO_Biological_Process_2021	negative regulation of proteolysis (GO:0045861)	3/43	3.004321e-02	1.739915e-01	0	0	4.722356e+00	1.655242e+01	SERPINE2;GAS1;CST7
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	5/110	3.012917e-02	1.739915e-01	0	0	3.007680e+00	1.053368e+01	IL33;CD200R1;TSLP;POU2AF1;SLAMF1
GO_Biological_Process_2021	apoptotic process (GO:0006915)	8/231	3.043613e-02	1.752518e-01	0	0	2.274229e+00	7.941892e+00	CD2;NGFR;TNFSF14;GZMA;PRF1;MAL;NSG1;TP63
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	3/44	3.187619e-02	1.762738e-01	0	0	4.606942e+00	1.587504e+01	NGFR;MMP2;IGF1
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	3/44	3.187619e-02	1.762738e-01	0	0	4.606942e+00	1.587504e+01	SFRP1;CCL21;CD3E
GO_Biological_Process_2021	positive regulation of osteoblast differentiation (GO:0045669)	3/44	3.187619e-02	1.762738e-01	0	0	4.606942e+00	1.587504e+01	IGF1;TP63;BMP6
GO_Biological_Process_2021	positive regulation of receptor-mediated endocytosis (GO:0048260)	3/44	3.187619e-02	1.762738e-01	0	0	4.606942e+00	1.587504e+01	C3;CCL21;CCL19
GO_Biological_Process_2021	cellular response to hormone stimulus (GO:0032870)	4/76	3.198360e-02	1.762738e-01	0	0	3.503573e+00	1.206116e+01	SFRP1;CYP11A1;SLIT3;ADTRP
GO_Biological_Process_2021	regulation of B cell differentiation (GO:0045577)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	SFRP1;CD27
GO_Biological_Process_2021	regulation of platelet aggregation (GO:0090330)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	SERPINE2;PRKCQ
GO_Biological_Process_2021	leukocyte tethering or rolling (GO:0050901)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	SELP;SPN
GO_Biological_Process_2021	negative regulation of leukocyte cell-cell adhesion (GO:1903038)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	ADTRP;LAX1
GO_Biological_Process_2021	negative regulation of peptide hormone secretion (GO:0090278)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	SFRP1;CCN3
GO_Biological_Process_2021	positive regulation of cell adhesion mediated by integrin (GO:0033630)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	CCL21;CD3E
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	EGR2;SERPINE2
GO_Biological_Process_2021	positive regulation of lymphocyte chemotaxis (GO:0140131)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	CCL21;CCR2
GO_Biological_Process_2021	positive regulation of myoblast differentiation (GO:0045663)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	RIPOR2;BOC
GO_Biological_Process_2021	positive regulation of nervous system process (GO:0031646)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	EGR2;CST7
GO_Biological_Process_2021	positive regulation of synaptic transmission, glutamatergic (GO:0051968)	2/18	3.204168e-02	1.762738e-01	0	0	7.855032e+00	2.702695e+01	RELN;CCR2
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	5/112	3.221158e-02	1.767163e-01	0	0	2.951161e+00	1.013850e+01	ITK;GRAP2;KIT;FCER1A;PRKCQ
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	13/464	3.310082e-02	1.810917e-01	0	0	1.835817e+00	6.256828e+00	MAGEL2;GFI1;TWIST2;NRG1;IKZF1;PROX1;SFRP1;SCML4;TBX21;PRDM16;ATOH8;ID4;TP63
GO_Biological_Process_2021	regulation of insulin receptor signaling pathway (GO:0046626)	3/45	3.376642e-02	1.827087e-01	0	0	4.497024e+00	1.523721e+01	PID1;PRKCB;PRKCQ
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	3/45	3.376642e-02	1.827087e-01	0	0	4.497024e+00	1.523721e+01	EGR1;NGFR;ATOH8
GO_Biological_Process_2021	negative regulation of T cell activation (GO:0050868)	3/45	3.376642e-02	1.827087e-01	0	0	4.497024e+00	1.523721e+01	SPN;RIPOR2;LAX1
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	3/45	3.376642e-02	1.827087e-01	0	0	4.497024e+00	1.523721e+01	CCL21;CCL19;CCR2
GO_Biological_Process_2021	positive regulation of cellular component organization (GO:0051130)	5/114	3.438183e-02	1.855304e-01	0	0	2.896715e+00	9.762587e+00	RELN;CLDN19;NRG1;CCL19;TRABD2A
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	4/78	3.471453e-02	1.861827e-01	0	0	3.408534e+00	1.145471e+01	ADAMTS1;ISM1;DCN;CCR2
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	15/566	3.533435e-02	1.861827e-01	0	0	1.736298e+00	5.804269e+00	RIPOR2;CCL23;FHL1;PROX1;PODN;RUNX3;SPN;SFRP1;ADAMTS1;ALDH1A2;CLDN19;TNFRSF8;CCN3;SLIT3;CCN2
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	6/154	3.536421e-02	1.861827e-01	0	0	2.563238e+00	8.566482e+00	EGR1;PTPRC;RELN;CCL21;CCL19;PAK3
GO_Biological_Process_2021	cellular response to interleukin-7 (GO:0098761)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	TSLP;IL7R
GO_Biological_Process_2021	regulation of glucose transmembrane transport (GO:0010827)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	C3;PRKCB
GO_Biological_Process_2021	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	CILP;IGF1
GO_Biological_Process_2021	regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	ADAMTS3;DCN
GO_Biological_Process_2021	interleukin-7-mediated signaling pathway (GO:0038111)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	TSLP;IL7R
GO_Biological_Process_2021	leukocyte adhesion to vascular endothelial cell (GO:0061756)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	SELP;SPN
GO_Biological_Process_2021	myeloid cell activation involved in immune response (GO:0002275)	2/19	3.544542e-02	1.861827e-01	0	0	7.392595e+00	2.468950e+01	DNASE1L3;SLAMF1
GO_Biological_Process_2021	regulation of fibroblast proliferation (GO:0048145)	3/46	3.571365e-02	1.865991e-01	0	0	4.392218e+00	1.463585e+01	PDGFRA;SFRP1;IGF1
