Cluster,ESR1,PGR,ERBB2,TP53,MKI67,KRT5,FOXA1,GATA3,EGFR
0,14.16483439726506,11.764187585771229,14.76006050675769,12.164876014709419,11.836636650864326,11.660169413951227,14.230381775776006,14.9537591433329,10.907324185885253
1,8.244152958816393,6.107280286182093,13.407833113310815,11.922801832881541,13.156888649932286,13.314889778633464,8.269543547269059,10.817691227741827,12.240041618260634
2,14.869691764201223,11.27093203005569,14.54458217154095,11.854633738814693,11.89389907494029,8.271112624707214,14.378874027874996,15.259783798764666,8.881811079852648
