Gene,logFC,pvalue
SGPP2,0.42162898799901694,2.3226971839166063e-10
FRMPD1,0.42999213307666917,2.3305527746361493e-10
CATSPERB,0.41105289687344815,2.3408181539470665e-10
MELTF,0.2859786415696163,2.341569525453242e-10
FAM184B,0.40105332312187264,2.3781483920479776e-10
MDFI,0.39165074360774166,2.3783183733908774e-10
SIK1B,0.42737579391007285,2.383844387153016e-10
CCDC85A,0.4204404358259428,2.402907813696988e-10
CD177,0.4384082162581181,2.405156176176258e-10
EFHC2,0.4339287332360471,2.4624689147782336e-10
DLX6,0.23801896154621527,2.49990740360745e-10
A2ML1,0.2727593888585861,2.5233282201123423e-10
TTLL7,0.43322229981824945,2.5252895322461765e-10
NPTX1,0.44255201102441155,2.582726424141817e-10
LY6H,0.41282509782092625,2.670698039714324e-10
DSCAM,0.39946452880508965,2.7017480010255203e-10
ALOX15B,0.42984279862783725,2.722805903781907e-10
KNDC1,0.43246977378951557,2.7566793557722136e-10
RXRG,0.4021787684404907,2.795836833344476e-10
ANKFN1,0.42283732323197065,2.8055344931158756e-10
ADRA1D,0.439298282894016,2.892522904328061e-10
WDR49,0.4245205587362013,2.9182427228757525e-10
GRIA3,0.43126999227668983,2.9284251769098984e-10
TTBK1,0.4177601120448692,2.997708765800634e-10
ZNF536,0.39498488748490834,3.045579307022186e-10
PDZK1IP1,0.4227192501230004,3.076401621059219e-10
NR2E1,0.26365611943141676,3.106801121130314e-10
SH2D5,0.356247488348116,3.182016748039854e-10
KCND2,0.41874028994732393,3.1920004191307837e-10
OPCML,0.4022859295268205,3.223550640327845e-10
GATM,0.4163051482837398,3.4038024984915704e-10
UGT2B7,0.3445568705037385,3.4273799155668607e-10
HOXC5,0.40289745967899343,3.4377145793874453e-10
CCSER1,0.43787714044450154,3.489745510058257e-10
RDH10,0.33595218160725415,3.4962948094760045e-10
GABBR2,0.2750610835136298,3.5711367377324866e-10
EDIL3,0.3977769558610562,3.636617952572602e-10
FLRT3,0.38278018997568175,3.650713567528363e-10
TFDP3,0.4127041968395294,3.9922317043689995e-10
PEG3,0.3888701087205911,4.154305184752376e-10
DUSP9,0.35607654140089545,4.390980966970438e-10
AQP4,0.3632691191434585,4.4083577402058506e-10
SERPINB2,0.3601630131692337,4.599261284502372e-10
MROH9,0.39324265176798245,4.711675936295465e-10
LGALS14,0.4077543080230004,4.996438845451082e-10
UPK3A,0.4290860320436224,5.157790248580412e-10
SEC14L6,0.41620274677309305,5.242004878227847e-10
B3GALT5,0.42827339502240624,5.750595240839166e-10
GLYATL1B,0.40625061580936117,6.08725116679166e-10
ZNF385B,0.4218085626332613,6.242950530448857e-10
HRC,0.37342604820079534,6.266389678347488e-10
CLCN1,0.4243222106649288,6.299078671034344e-10
CPN2,0.40836584337856513,6.361519053682179e-10
SLC46A2,0.40622048574955466,6.640027393426868e-10
FAM9C,0.3664534958919117,6.685991168174502e-10
HDC,0.405121296123813,7.2502088406532e-10
HRK,0.3325495934817082,7.93194508973599e-10
CHRNB4,0.3928773682027433,8.120336001659963e-10
AKR1D1,0.40391886077426137,8.179186099918171e-10
MAGEB4,0.21503448828695435,8.392613083615652e-10
TULP1,0.38487203347332327,8.402182808561004e-10
SMOC2,0.374319787637304,8.481925822121515e-10
ABCC2,0.4028382206577844,8.502234345169118e-10
HOXC10,0.44794668247169245,8.522122739307662e-10
TMEM211,0.3219034639382425,8.856590355568253e-10
CYP1A1,0.412758674510323,8.92883445244197e-10
PHEX,0.4070804805488919,8.999797978429558e-10
PON3,0.43024353094221546,9.221985752550081e-10
SNPH,0.41104183447794124,9.430533040814378e-10
UGT3A2,0.41423726783447523,9.880543505257308e-10
CADPS,0.40574973310569534,1.0029300394902784e-09
EDARADD,0.4134934741827075,1.068120495521362e-09
CFHR3,0.4120737890201317,1.070970609824094e-09
BFSP2,0.4174683688754568,1.1051711108811591e-09
SIGLEC12,0.3743418966497985,1.1874643846585878e-09
NLRP2,0.41537138861107203,1.2298486667023516e-09
LGR4,0.42620816133140293,1.241779916347329e-09
PCDHAC1,0.4080351637914185,1.2826235013558766e-09
GBP7,0.3865542872771601,1.2872324112164101e-09
C5orf46,0.36693963815790825,1.2879437631758454e-09
RFX6,0.4145660403517663,1.2890134924403674e-09
PSD3,0.4189152347144455,1.3517436939110053e-09
KCNK1,0.4427729923926308,1.3900945272006072e-09
VSIG1,0.4060113958198953,1.425562847880171e-09
BAALC,0.4191551614420542,1.4451424527029899e-09
FAM221B,0.3781205600575716,1.5078755235629075e-09
AP003071.5,0.40489068935698647,1.5100877990299825e-09
GLRA3,0.41465391919856714,1.5480568445380406e-09
ISL2,0.3372758236902136,1.5893453323379902e-09
CRYBG2,0.401779562093776,1.5942380199514258e-09
PCDHGB1,0.39432539717067977,1.699204819373867e-09
MUC4,0.3715756707926754,1.7086089948664822e-09
SMIM38,0.39285951944728775,1.7089994943630158e-09
CITED4,0.41898042494084786,1.730835071817307e-09
NXPH2,0.39870967604844065,1.870560149533141e-09
GPR162,0.41188117343258623,1.8824085666813096e-09
MMP12,0.35268121590245644,1.951979964051598e-09
SLC45A2,0.3671148793345324,2.0727430012891156e-09
PLAAT4,0.346903839958185,2.218015103336412e-09
CFB,0.382011745382745,2.2366613991721742e-09
CST6,0.4126507160295457,2.2504881468508018e-09
CXCL8,0.36534456869224335,2.253058023239207e-09
TENT5B,0.41447043579234305,2.3001878866798736e-09
FSD1,0.3273036951862498,2.3603159838913445e-09
NBEA,0.3161760745461154,2.3738203272392558e-09
CST2,0.35962921040240436,2.39094602179693e-09
ALX3,0.29036314508585614,2.424524017199294e-09
AGXT,0.40950464367337813,2.4290966363752492e-09
ANKRD2,0.39370266647890884,2.4502936899711193e-09
EGLN3,0.37901989551327797,2.4726368625724146e-09
KRT12,0.3806689622833949,2.513912070791088e-09
IL17RE,0.4003014003842754,2.5906644464640134e-09
PNMA5,0.3342659022971345,2.633565664148926e-09
LRRIQ4,0.40861056704545984,2.649516650195534e-09
PEG10,0.4129861832198826,2.6731226746000482e-09
SPINK8,0.3693576521119224,2.700690691386955e-09
BCL2L10,0.35690418292516235,2.732346198445208e-09
HBA2,0.38557578668508624,2.733274837048096e-09
MFSD4A,0.3180808666476887,2.7577286567100334e-09
TNFRSF10C,0.3982193714618457,2.8166962432122114e-09
ACTC1,0.3885974335658955,2.8685023596379984e-09
AFP,0.3963417660363537,2.881879100637859e-09
IL1A,0.33694943462897636,3.007562863794765e-09
SMIM6,0.40430147272739847,3.1413157024526194e-09
ATP6V0A4,0.39759248375258033,3.158560121783957e-09
OBP2A,0.3851821663625746,3.2203368351222934e-09
CMPK2,0.3814519659643816,3.2486131979930073e-09
SELENOV,0.33005159676510115,3.2688439861368856e-09
GJB4,0.33133293505949835,3.2880359375251412e-09
SIX3,0.32858494245809916,3.377001009088829e-09
GASK1A,0.3966975273861093,3.4124514108221696e-09
FOXL2,0.35418325063885736,3.4522816282379684e-09
DDX60,0.3882382426494133,3.4597904817576767e-09
GPM6A,0.41206853327549753,3.5549408777976683e-09
GP6,0.39386237185574613,3.5716666935459027e-09
ODAPH,0.3641173299072965,3.628150168578105e-09
RGPD2,0.38947269816047814,3.77563447486268e-09
PCDH8,0.2892132898839407,3.815785886146033e-09
HAO2,0.4067377273927179,3.8696520308078315e-09
PTPRR,0.3657053016239642,3.8936823288760385e-09
COL9A2,0.39194743679543953,3.956246593209096e-09
SLC30A2,0.4028742907630911,4.1333763841444835e-09
SCGB2A2,0.3592621287287562,4.1868697187729016e-09
ANKRD7,0.35949274471772175,4.196604499062944e-09
DNAJC22,0.3541514808821462,4.268342013707823e-09
C19orf81,0.3929193874929149,4.4531321419936686e-09
ZNF135,0.3988385281375064,4.555134773780787e-09
NPTX2,0.3562296655496352,4.583309596916851e-09
TMPRSS13,0.386029813503624,4.6970978611716064e-09
RNF182,0.29286880847331864,4.709458352921029e-09
PLA2G4E,0.31377511527889607,4.7464080679164344e-09
NOTCH2NLC,0.3744021084977907,4.898389915878368e-09
HTR6,0.33048776179300043,4.942438076351003e-09
GRB14,0.40004291313527873,5.065910468958451e-09
VGF,-0.38357684397548153,5.130573302692799e-09
CCDC160,0.3529883014813773,5.131666752896347e-09
PRKAG3,0.30362855995574134,5.488918818635286e-09
CALML5,0.3657415719386399,5.596057909316679e-09
MOG,0.21960403175385154,5.825365208827571e-09
PLAAT5,0.38747164895753666,6.112785613220039e-09
GRIN2D,0.37383840533362034,6.143390255949457e-09
TBX20,0.3693738775679297,6.28469048255923e-09
SLC16A9,0.3672333362709562,6.36267444890651e-09
MSTN,0.3788995244054312,6.402848121920511e-09
TRIML2,0.2763944787576489,6.467784641735794e-09
FAM166B,0.38154490085979065,6.550751154300184e-09
GABRG3,0.32439741002777417,6.629576302783199e-09
SLC1A1,0.39564056438395495,6.6488454986621115e-09
FOXA3,0.3934893001607058,6.764385580198211e-09
BEGAIN,0.3806847594002616,7.002979192631702e-09
SERTAD4,0.37097911180025345,7.220055876929846e-09
ZBED6,0.3754569144922529,7.384952017650774e-09
ASPG,0.35853328085937264,7.466007852490496e-09
RGPD4,0.3818105624596759,7.500075726306359e-09
OTOF,0.376797490548724,7.521141697775892e-09
NT5DC4,0.29024369002420397,7.682506960088289e-09
NLRP14,0.36806079307444395,7.793274357596032e-09
RAMP3,0.3912391743751707,7.892445911875784e-09
TMSB15B,0.3283791087281173,8.221537039564623e-09
CLCNKB,0.3786470466896984,8.224584027451531e-09
LINGO3,0.3841131618336937,8.770921044060014e-09
SP9,0.3363747576467812,8.779217973151159e-09
SMPX,0.2635770756030378,9.187836201534104e-09
TMEM64,0.41231959264437906,9.270936081407412e-09
ELAVL4,0.36001020025027486,9.274445995062469e-09
FAM90A1,0.36555295484797534,9.823523949919759e-09
PADI3,0.36429445716832615,9.827121794139113e-09
ZNF98,0.37867483252444295,9.897255200266464e-09
CDH2,0.3693128886181082,9.917759915625105e-09
CREB3L1,0.3511145268185782,9.979743000564048e-09
EEF1A2,-0.3215422734300848,1.0081477453531479e-08
MYMX,0.3670776258761816,1.0166766514523282e-08
GSC,0.3886319783490407,1.0276958743838055e-08
HOATZ,0.393008109274763,1.0305384040699071e-08
TPSD1,0.3632439934702787,1.1188739842378097e-08
GPR78,0.3696213536343397,1.1295210335784423e-08
OLFM1,0.34658644453760395,1.1431889336244486e-08
THRSP,0.35885992061014194,1.1450799555791066e-08
L1TD1,0.37259244673891323,1.1710235148487689e-08
GSTM2,0.3671517813943891,1.1937793039567793e-08
NEK10,0.33445573737895196,1.209659357323596e-08
IGFL1,0.3652198034418155,1.2373714340206477e-08
NYAP1,0.37796961049486033,1.27451014241441e-08
HEPHL1,0.3365488703419121,1.3026036329891712e-08
P2RX6,0.37362507192267835,1.3358700635264979e-08
MYT1,-0.38839565556874184,1.3492887610269895e-08
TRIM31,0.38581040869342675,1.3520329318612674e-08
SLC6A11,0.3519805096322487,1.3757532110741947e-08
SCGB3A1,0.36863586319555197,1.4643855700965006e-08
CTSE,0.3689589724671859,1.4710594373980547e-08
ELANE,0.3799970643731566,1.5081401060207347e-08
TPTE2,0.35453168067292906,1.5624656098735102e-08
PYDC1,0.38313126451820273,1.6661100284858925e-08
MGP,0.37348197429047914,1.6950729416661168e-08
ACP7,0.2574784023437273,1.698688909460896e-08
ESPNL,0.37923922335224713,1.756001965816047e-08
AK4,0.3937456607104648,1.819821619149058e-08
SERPINB13,0.284085802998867,1.8490627260564103e-08
U2AF1,0.3720764624338706,1.849929870596841e-08
COL9A3,0.2826961290181055,2.0103627656762295e-08
SLAMF9,0.3702496344817149,2.0191944031803118e-08
AC092835.1,0.3604224658219766,2.0389275729684807e-08
IGSF5,0.37607794194255,2.057243010146649e-08
MACROD2,0.3823107644875696,2.0944678413248042e-08
PTPN13,0.3746520501546129,2.1359684613115123e-08
RAPH1,0.35927357545612354,2.145480521853883e-08
CACNG8,0.37250102488843495,2.205342573453534e-08
PCDHA10,0.37754805019725657,2.2351824439672327e-08
ARID3C,0.3262804006545002,2.261516320693238e-08
SLC47A2,0.3600979386357249,2.4565242371046577e-08
TMPRSS12,0.28195326289339717,2.4825555312746094e-08
TEX52,0.3583885660204481,2.5462109455774388e-08
PITX1,0.398723243857538,2.5530675356569413e-08
GNG13,-0.3764385101791138,2.8358496273322925e-08
ZFP42,0.2233991023992991,2.8370834481549745e-08
SLC26A3,0.338389015916968,2.895445806661778e-08
TMPRSS6,-0.34054993232689934,2.9619690652141387e-08
CXADR,0.36175768770860156,2.9730704146234943e-08
HOXD13,0.2920904208999673,3.001771621310911e-08
RAB38,0.39398757472271206,3.0594827528148334e-08
KRT40,0.3622785855939551,3.0931991170308596e-08
CYP4F22,0.34948542591320153,3.112643066506907e-08
HOXC13,0.4099684956914247,3.1193611712324725e-08
IRS4,0.3287215040396938,3.271243889403603e-08
UNC5C,0.3578713933116749,3.312262338915832e-08
PHGDH,0.31358081718419556,3.381515775331844e-08
TENT5C,0.31210668343849,3.494087218225965e-08
HOXB8,0.3687863231297947,3.516233807374756e-08
PCDHA3,0.367521998722523,3.5345330645696494e-08
PRSS3,0.2716806311820017,3.550127996421935e-08
ANO3,0.38834634270289015,3.5584298025247e-08
CXCR1,0.37807071835476425,3.696567026291286e-08
SLC47A1,0.3676165644544669,3.738446883916483e-08
SLC44A5,0.3418293214081008,3.833131911677519e-08
MUC1,0.33263755609881135,3.877390659383127e-08
DAPL1,0.37633284674380163,3.8855554463870755e-08
RAB6C,0.2917799922550016,3.991740511101885e-08
ZFP57,0.3368207323776883,4.107536301442438e-08
TMEM200B,0.37467686662289623,4.146534522067918e-08
TM4SF19,0.3549669065510493,4.271293615107911e-08
RNF165,0.35688446135996216,4.351005421921103e-08
ACER2,0.3369342804904423,4.464826264327176e-08
ARPP21,0.3761169997679452,4.6574330420125586e-08
SLC9A2,0.3894821828941024,4.704273603289385e-08
RASD2,0.2801062646184663,4.8077556183281095e-08
SERPINB7,0.30207843504748255,4.817056186495771e-08
TAF7L,0.3311166894363965,4.893522891799922e-08
FAM177B,0.3795561096586093,4.922698477676513e-08
CRAT,0.3428194557328566,4.962611206205441e-08
DKKL1,0.38506163179290365,5.0141030702569687e-08
INSC,0.360721370468388,5.058976390729904e-08
MYH6,0.3426515385223383,5.2432068001856694e-08
ASCL2,0.37568008461195823,5.314368483653395e-08
SERPIND1,0.34598090691560446,5.330673090532147e-08
AC072022.2,0.3703113551896332,5.7371877057195115e-08
AC098850.3,0.365795583831791,5.7454634132324694e-08
FAIM2,0.36559947871821963,5.769142836068704e-08
FGF17,0.344009944204694,5.850656028030504e-08
MYO3B,0.3626426290872308,5.8787400851639375e-08
KCNQ5,0.36415886750477905,5.994119249478738e-08
SARDH,0.36719265282516034,6.042618101835104e-08
FOLR3,0.3268258636971273,6.05413528422288e-08
NBPF19,0.3492339636200976,6.092868916636881e-08
CD164L2,0.34872547380743313,6.188393900846886e-08
SP5,0.3644847781230951,6.191095626484913e-08
FGF13,0.34072389282114657,6.463599427576554e-08
CCL3L3,0.3641886940174023,6.757361495682377e-08
EVX1,0.3623021503290176,6.95290721825706e-08
JAKMIP1,0.3622761331075426,6.997734386658797e-08
HLA-G,0.3393726754882094,7.246226570091886e-08
STPG4,0.2620010197117315,7.345376801495402e-08
IRS2,0.3633390811538477,7.425452255937385e-08
ADAMTSL5,0.30803181101483273,7.520717816839759e-08
RHD,0.35024741846963997,7.54902745262638e-08
KIF25,0.3520205749193972,7.554164677555635e-08
C4BPB,0.36088105490682654,7.600363605391882e-08
EFHB,0.35779248269526603,7.672972113430534e-08
SLC12A2,0.34077755221314915,7.775363009103367e-08
TLCD3B,-0.338454184238451,7.780513709235456e-08
FATE1,0.3564500861713926,7.921406901544945e-08
ARHGAP36,0.372056710212869,8.053989881137613e-08
PLCH1,0.35097391965738434,8.419889764568609e-08
CAMKV,0.2166995476433938,8.429610512910103e-08
COL22A1,0.27458516580745,9.2531939491677e-08
KLKB1,0.35943673525432157,9.257629909249503e-08
NFASC,0.34138066312967796,9.260348869890243e-08
CCDC144A,0.35681187944963993,9.41771844845844e-08
CFAP69,0.3160857981247325,9.73873155259854e-08
FAM86B2,0.35389967029300995,1.020561967076317e-07
PCDHB2,0.33476950802174077,1.0414743118757141e-07
TPD52L1,0.3674122141529476,1.0640552817901026e-07
TM4SF1,0.3456514134617108,1.0720924329075475e-07
MAOA,0.34637373879934913,1.1004789594515771e-07
CST4,0.34723987300410564,1.127761282099916e-07
LRRIQ1,0.360895950416002,1.1539329701911286e-07
ABCC6,0.35028741029544164,1.1613186122180891e-07
OPRK1,0.2238112394932053,1.1934868538134806e-07
MAGEB17,0.348759998999338,1.197302238602327e-07
IRS1,0.31055811554365814,1.2166822924538254e-07
LHFPL1,0.3603918975364836,1.216945373150708e-07
RASGEF1A,0.33080017953215796,1.2282758556624573e-07
LRRTM4,0.30667478379502716,1.282187685159547e-07
TP53TG3D,0.3562945679771584,1.3072749633779198e-07
VWA2,0.3268377436264521,1.3481256205815437e-07
SLC18A1,0.3750413292477232,1.3733808217067845e-07
ESR1,-0.2212901252132105,1.3943929534036838e-07
MGAT4C,0.3422630155569326,1.4268370221994562e-07
CRB1,0.35749559981859647,1.4668270184851511e-07
TMEM213,0.3087156256601398,1.4813430382324036e-07
LINGO4,0.32745980596836344,1.5017800804701696e-07
ASIC4,0.3283092626199706,1.6124987447105163e-07
LRRC43,0.37668161581723497,1.6520027421540144e-07
TCTE1,0.352149134900956,1.6609225719631226e-07
CLPSL1,0.34396119012395043,1.7241076187982406e-07
CCNO,0.3562877310719555,1.738227514146785e-07
LIX1,0.29479862525398415,1.807805466796509e-07
PCDHA12,0.35515890524776783,1.8226225582901523e-07
BIRC7,0.33712841396040794,1.8666113494852506e-07
CYP4F8,0.33387985892612365,1.8804696986683947e-07
KCNH5,0.26178000975250365,1.927117876419946e-07
FAM3B,0.36172596326890527,1.9540805304147818e-07
SORCS3,0.3360290386628468,1.9761792465653125e-07
C1QL4,0.24879211137191176,2.090913652216518e-07
ZNF492,0.32517715247915213,2.1051483823264916e-07
ZFR2,0.34697921961417305,2.110563815469022e-07
KITLG,0.3059169605998677,2.125130649339546e-07
SMTNL1,0.3375777013782634,2.1274128712859847e-07
IL24,0.35477731945265667,2.1276801606326563e-07
TEKT3,0.32845075964824494,2.129662599831198e-07
ARMT1,-0.30962244552179136,2.136136067440218e-07
ENKUR,0.3528389382436039,2.1573765085792682e-07
KLK12,0.35300039998056176,2.2651415357874718e-07
NAT16,-0.34701772446955925,2.341108780798745e-07
TCP11,0.28848383458705573,2.3469584312702115e-07
MYLK3,0.3370482935551712,2.3974223665066187e-07
HPR,0.33153525006876805,2.4681913130544046e-07
GCNT3,0.3083759907849423,2.470178515243664e-07
TSPAN12,0.34901673534894284,2.470830137364849e-07
HOXB3,0.33570459485924337,2.495045607969317e-07
SULT1E1,0.3072157146737702,2.510624319927151e-07
FOLH1,0.30501628378302253,2.511161766904953e-07
ATP6V0D2,0.34513830435029424,2.6701089184726256e-07
DUSP4,0.3195738450943761,2.739467626957762e-07
ZNF229,0.34710004814078116,2.782256555202063e-07
C4orf50,0.3571432653203883,2.794118207759211e-07
MMP10,0.3308716392446972,2.8415225023529074e-07
ANKLE1,0.27237105434207926,2.879866825140576e-07
SCGB1D2,0.3231165251542349,2.909732814227227e-07
ADORA2A,0.3483746932591222,3.0826327017038776e-07
ADAM21,0.3383890813131153,3.1462000829146755e-07
CAMK2N1,0.2851844671009943,3.198908631029813e-07
RAB27B,0.2509769471367572,3.226951533560128e-07
GALNT4,0.339580520324138,3.2646171072418017e-07
TRIM55,0.3182296401425865,3.293887267369194e-07
GABRB2,0.32582234558705425,3.309705414214121e-07
PALM,0.24852940273503107,3.4354582071172505e-07
CDH10,0.3504313321473319,3.451840061169069e-07
SCRT1,-0.3655687792785646,3.489081728337199e-07
MATN4,0.2366695533828324,3.557436629658049e-07
ZNF311,0.2984132581722365,3.5979326178580585e-07
ARL14,0.2789030310343071,3.6126787037472214e-07
ESRRG,0.3333520730013759,3.6228242879085053e-07
PTPRU,0.32381531794061474,3.70167284730285e-07
SOST,0.31951823681856284,3.727970739176029e-07
GPR37,0.3337045694940948,3.747951965588309e-07
RBM20,0.3429693212399744,3.8772064896476375e-07
RND1,0.23411861479230467,3.8831456480915453e-07
SPESP1,0.33728544305752267,4.1317816705215517e-07
TDRD1,0.3280268902413942,4.223887665592962e-07
ACTN2,0.33744807012356187,4.2406287344466783e-07
CA2,0.35529829798144374,4.2512731407661444e-07
NGEF,0.32428199289940096,4.2642565688086837e-07
SLC4A8,0.2763633824046582,4.5802706909729056e-07
HHATL,0.32742141767757327,4.727443658439046e-07
NRG3,0.31245644452779137,4.7282848020260686e-07
USP2,0.3403457774938042,4.822994656746284e-07
RSPO2,0.27579407456763766,4.857948069778527e-07
ELOVL3,0.327039277546031,4.910265387424324e-07
FUT6,0.3493729127449906,4.963541769130696e-07
SCGB3A2,0.2758297987059944,5.01224121221889e-07
TRIM58,0.2982837415923114,5.145663381480157e-07
TMEM178B,0.3348792156894165,5.241499356597567e-07
FAM237B,0.31312829559040306,5.433227013886368e-07
NOSTRIN,0.265678630635806,5.492885008128645e-07
ANKRD1,0.2870330202276318,5.516289499090083e-07
SRD5A2,0.30723899056219106,5.554312085152952e-07
RNF133,0.3266010092519812,5.660167469286654e-07
RNF222,0.2392174751899824,5.941174620676986e-07
KLHDC7A,0.2848424523915954,6.036455652091638e-07
NKX3-1,0.3402057499848631,6.107219977085194e-07
C14orf39,0.3230600231149062,6.120184672697572e-07
CNKSR3,0.3374719536449409,6.216224782233747e-07
SEC14L4,0.2355972420252548,6.234065244736394e-07
ERVW-1,0.31679280719807246,6.240878798457997e-07
SLC30A10,0.24390994209513878,6.266024248342446e-07
ARHGAP5,0.3340915118052106,6.369106694255819e-07
MCF2,0.31624798197866594,6.402079954929676e-07
FCGR3B,0.3291790804613029,6.460083987010159e-07
NUPR2,0.34245417158606006,6.655849472474563e-07
GOLGA8B,0.34096777152620233,6.688766156524621e-07
KCNJ3,-0.3191775098949819,6.747665353495337e-07
MYPN,0.3118674014393323,6.840079202626288e-07
DCLK1,0.32947902317103045,6.850062381394828e-07
ELOVL7,0.3316515717138845,7.132229154592893e-07
PCDH10,0.34406615210075736,7.230132307192373e-07
MRGPRE,0.3227072801714522,7.261852029958541e-07
CRACD,0.3296131875766922,7.592213535036928e-07
NEURL1,-0.306733873173132,7.828223026105957e-07
CFAP300,0.3503240242131878,8.078950147766025e-07
INPP4B,0.241427885610934,8.171992412191728e-07
RXFP1,0.31551091878222653,8.182495626658199e-07
SIDT1,0.20577851132107922,8.183397346115494e-07
SOHLH2,0.30966389277892203,8.193648455105458e-07
NANOS1,0.3099815704126925,8.207856891231963e-07
FCGBP,0.3252988066423619,8.368980137745894e-07
SNCG,0.32085973599589,8.383413593711396e-07
PHYHD1,0.30021885673827187,8.608492550219281e-07
RTBDN,-0.3530844910102634,8.618654722464186e-07
CYP4X1,0.29912452034840575,8.702132087552293e-07
SLC2A14,0.2958350156604786,8.712531118649296e-07
HOXC4,0.3331398306693662,8.731960133171521e-07
ZNF737,0.2888508056647835,8.910232021677754e-07
ZAN,0.32861853954965387,8.974898180300131e-07
SOWAHB,0.30147794361487945,9.165547338122383e-07
NKAIN1,-0.29569868131704835,9.592776499308644e-07
BATF2,0.2997052053672047,9.667958813830427e-07
ANKRD30A,0.2726202315542492,9.875112908547697e-07
SHOC1,0.3056492498949497,1.0383709508850255e-06
IVL,0.2801594315380849,1.0450016802262778e-06
WNT3,-0.342331742270363,1.0471650125914154e-06
LARGE2,0.29654102617721995,1.0573860717884814e-06
HMX1,0.32491399787711955,1.079260249179131e-06
HTR1D,0.3149722375362342,1.0831347174051995e-06
CLIC6,0.3391639587259549,1.0836141733603885e-06
CYP24A1,0.32015888202421383,1.091875555785381e-06
METTL7B,0.3087113374442607,1.1207334169835745e-06
GABRB3,0.32496780081656046,1.1358646171510716e-06
ENO2,-0.33395980211092163,1.1421830965469526e-06
IFITM1,0.32106856074300294,1.1481353383199164e-06
LY6E,0.3104653659813683,1.158913205525286e-06
CRIP3,0.32770021338804833,1.167277745608346e-06
SMIM32,-0.3427473321332044,1.1871774396465875e-06
ESPN,0.3154698894248368,1.2318999383685053e-06
GABRQ,0.30119176926279395,1.2352359204099757e-06
NTN5,0.3242836900906011,1.2410411883505562e-06
HGD,0.3020961573764539,1.2520074428045466e-06
FOXL2NB,0.2853010513336067,1.2551788355271982e-06
MYRF,0.3030970095049564,1.3096722620576765e-06
MT1E,0.3158522070063024,1.311781765468854e-06
KCNMA1,0.2973244581158847,1.3966514611642495e-06
AQP9,0.3108193045855783,1.442104819465111e-06
PPP1R3C,0.2861175217453713,1.4974586673133392e-06
COCH,0.2983173100833396,1.5394371518643349e-06
GCOM1,0.33006135437356593,1.5616757778615798e-06
ROS1,0.257412743824817,1.579781828145738e-06
KCNJ13,0.31145372736590005,1.596127664171875e-06
MYH15,0.31138347217361134,1.6085660178449018e-06
ULBP1,0.28745863629632606,1.6086021055426623e-06
SLC6A17,0.2758837236066407,1.6261934448601072e-06
SCIN,0.3341533328689189,1.6331620612312578e-06
CPLX2,-0.3597945261243952,1.6365629355977391e-06
ALB,0.33571615436539076,1.6648124963964203e-06
KRT75,0.2843128298978929,1.6936018327183723e-06
CDCA7L,0.32700429869262815,1.6987119503300679e-06
MTUS2,0.32986390412887645,1.7150823567170035e-06
ADAM29,0.33534396191676263,1.7362672769155531e-06
CSTL1,-0.33439870778760755,1.7401840403506367e-06
FER1L6,0.3265441238651694,1.7561162890005837e-06
CARD18,0.2246898553842826,1.7821099415171553e-06
SEC14L2,0.32278586631154466,1.8495314250800544e-06
IL19,0.33643217362985633,1.8804862693907127e-06
CGA,-0.3327167796961056,1.892973642297366e-06
GSG1,-0.3127654450951042,1.924386177417956e-06
FGD3,0.3025422351476309,1.959151132758359e-06
ST6GALNAC5,0.3254940388776624,1.962991555264657e-06
IGFBPL1,0.3102081712924782,1.9841429901575537e-06
DNASE2B,0.3195326024036895,1.9962303694556385e-06
RASGRP1,0.3335422487162292,2.0029914435343415e-06
CCDC158,0.31400763895905576,2.003026834838716e-06
TEX19,-0.33802144117639854,2.0043116394460505e-06
DIO1,-0.30280072198242686,2.006853424479685e-06
TTC34,0.3062862587591836,2.017061381763381e-06
DAB1,0.3205308941707477,2.0450833812153173e-06
STYXL2,0.2998301928880406,2.0534773303807642e-06
ANO2,0.31523444004506307,2.1003055905954783e-06
ZP4,0.19968641759598915,2.191324454325812e-06
MKX,0.33190350283667175,2.2643529754903593e-06
CDKN2A,0.20978862259153572,2.26915116311482e-06
MGAM,0.3353345319790917,2.2855053162092898e-06
SMKR1,-0.3074229405953038,2.3024534243233747e-06
HOXB6,0.3165973096433455,2.3116481915324416e-06
TRIM71,0.2735985380663211,2.351446589863127e-06
FBXO27,0.30909217707319586,2.3534994179920766e-06
UGT2B11,0.3159049816263129,2.4047718241443637e-06
PCDHA7,0.31277503554752173,2.4215258611410794e-06
HAVCR1,0.3255792462334943,2.474281816465833e-06
CBLN2,0.3339814414370008,2.5353605782399228e-06
PEBP4,0.31870063989394803,2.6815550088350603e-06
TUBA4A,0.29722040165777086,2.6872988733858215e-06
SERPINB10,0.26899285379836885,2.711613201987135e-06
MMP17,0.2762616864872923,2.7419480376349863e-06
SCGB2A1,0.30277117287873734,2.7849516261531237e-06
ZNF556,0.29853847476916007,2.7946892773748337e-06
UPK1A,0.322717314121268,2.837838383198986e-06
KLF17,0.31921486338043575,2.8485120262866717e-06
BTBD16,0.30957616059733306,2.930825518393916e-06
HOXB9,0.2954957602007547,2.9565944635912545e-06
PCP2,-0.2743327087481331,2.984997920723636e-06
NLRP12,0.2993377273551956,3.0223771181769798e-06
