,PC1,PC2,Cluster
22c90647-bf63-49e1-972a-0ff9000b674b,18.331030599389454,-48.21110854696443,1
23b6c182-bb01-403a-9844-560518d059ac,8.338295753147413,23.1724465528963,0
71c9a6fc-0538-4533-af51-f7c9defe7770,26.0204438112925,-1.6816803750292995,0
8668654e-c441-4279-80e3-345787c28922,21.09042142984092,10.511617907675689,0
48e1886c-614d-4e2c-bf34-936fd82969c1,4.813849541384892,26.51859484781845,0
a068f661-e689-4e30-9572-3103039981aa,14.492786811518277,26.258736498866863,0
840ce2d8-5bf8-4a2c-9739-e7dff5d7cb21,-5.280655344896397,20.21618117630253,0
1a2bc49d-edc6-4b84-88f0-73b6ed250d1b,25.90535027442173,-41.19677653831905,1
f738acc1-0445-49e0-a279-3469620c8d4a,-25.948840882359473,-5.750574953794396,2
eb44c266-8b8f-4012-ad67-f4ac40698391,-6.289619570864519,9.295549396995805,0
7733c059-09bd-40b4-9812-4bedd68d9d01,31.731327670989018,2.1368634742770216,0
e97a2bf2-c5bd-4dbf-9940-450a8a99e9df,-23.018424876516924,6.780248991168953,2
5dc7afc5-90d0-4286-a6f9-c2548f930e35,-26.475102761542644,8.473032101199111,2
e8909d26-a289-4dc7-a819-5883c621efac,30.26751912628214,7.982160634675332,0
b72689a1-2c14-49db-b489-f1627353a024,-9.919330755009009,-28.81356547629761,2
b773c30d-f37b-4aee-8330-a159d42d3019,11.349646794754838,19.02567938753161,0
de01516e-43f0-4f96-8ac6-ab543a314829,-30.515716023377966,-0.04361347059295128,2
039eaafb-c311-45ff-9df7-30c1b0bab00a,-16.084164081311627,15.970913422711657,2
22190dbc-a176-4f26-96d8-c2d2667b64ae,16.147218509448,-34.960414782049135,1
4665ff5e-adb6-4b88-8a42-cb25c4fda0a0,38.61268807028812,-5.964761128998174,1
75668632-f0c7-495b-ba34-cd4b00aa9450,-4.842032316176979,19.74799420855376,0
3334577a-8045-4613-9a1b-e79fd62d5d6d,20.471057697125904,-45.338434974767615,1
f3d3848c-9ff7-4e84-a35c-f6b6e3a57605,-10.663986269091508,15.618435171904263,0
cc66d11a-33c0-4247-9072-6e7c0d0b6112,-10.105268830188919,-3.1473185564371424,2
08814ce5-fdf0-4f06-aabd-bf7b2738cf43,-3.4153598928428495,1.6341473822589736,0
713df9b5-ea25-464c-b13e-fe8b61fe363d,7.799872963242752,-14.243757095180085,0
11ed8e05-8f30-460a-b502-01ae09504315,9.831267640388878,17.71042564284854,0
ab3b04d0-d1fb-48f4-aae2-9ef96c9f5fb2,3.008689683155955,4.5070852928600615,0
f79d6a7e-eaaa-4382-a5ed-600cf8d45824,2.630220358143278,14.859303803583407,0
df6189e5-bd61-4be2-9d31-efef56cb4739,0.23234772406440662,24.309359020693666,0
5c66dcbd-024b-4a7b-b3aa-bbbaaf91ae78,1.169922218664966,18.683652131193885,0
7135f14b-e84f-4ebf-8d95-b2a3c843fd4d,-30.66759164572275,6.236333539661955,2
10376443-40df-451a-91e5-6be34850558c,-20.171876745166852,-25.35756369287323,2
f5b6634d-5891-4550-bde6-7a0383e5e3da,20.082951148770608,34.80111881577063,0
fb27491d-a418-4957-a387-9a4e4de84b06,9.926912545279519,0.7763762997866966,0
07aa7c0a-ef47-495a-93be-b23a799d71d8,-33.23619616468645,-23.46101857968031,2
d29744c4-3aa3-44b2-83fb-0e74ba697cd9,41.903687111977135,38.298692820616154,0
